TSS_ID	TSS_Locus	Strand	RE_Locus	Correlation	Score	RE_Score	Best_RE	TSS_Score	Best_TSS	Gene_Score	Distance	Histone	Best_Histone	Gene_ID	Gene_Name	Loci_per_TSS	Num_TSSes	TSSes_per_Gene	Num_Genes
ENST00000398934	chr21:39644429-39644429	+	chr21:39633686-39634226	-0.22650	6.448e-01	6.053e-02	F	1.000e+00	F	9.913e-01	-10203	H3k27ac	T	ENSG00000157551	KCNJ15	10	197	1	76
ENST00000398934	chr21:39644429-39644429	+	chr21:39664273-39664813	-0.32746	4.965e-01	6.053e-02	F	1.000e+00	F	9.913e-01	19844	H3k27ac	T	ENSG00000157551	KCNJ15	10	197	1	76
ENST00000398934	chr21:39644429-39644429	+	chr21:39715694-39715953	-0.46402	3.150e-01	6.053e-02	F	1.000e+00	F	9.913e-01	71265	H3k27ac	T	ENSG00000157551	KCNJ15	10	197	1	76
ENST00000541890	chr21:40752280-40752280	+	chr21:40466935-40467475	0.78774	3.310e-02	6.510e-02	T	1.000e+00	T	1.000e+00	-284805	H3k27ac	T	ENSG00000182093	WRB	2	197	4	76
ENST00000541890	chr21:40752280-40752280	+	chr21:40685345-40685885	0.29853	5.380e-01	6.510e-02	F	1.000e+00	F	1.000e+00	-66395	H3k27ac	T	ENSG00000182093	WRB	2	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44910389-44910656	0.72781	6.458e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-238138	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44751993-44752310	-0.48385	2.910e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-396484	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44752164-44752704	-0.72259	6.784e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-396090	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44753164-44753648	-0.81241	2.332e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-395146	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44760572-44761004	-0.70830	7.714e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-387790	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44761225-44761652	-0.70207	8.138e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-387142	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44762737-44763466	-0.21917	6.559e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-385328	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44764159-44764667	-0.43977	3.452e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-384127	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44832115-44832655	-0.46591	3.127e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-316139	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44835566-44836106	-0.28074	5.640e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-312688	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44839298-44839838	-0.66194	1.113e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-308956	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44847034-44847331	-0.74115	5.664e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-301463	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44848097-44848369	-0.91228	2.057e-03	6.762e-02	T	1.000e+00	F	9.975e-01	-300425	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44860418-44861441	-0.37503	4.304e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-287353	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44866101-44866528	-0.79197	3.129e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-282266	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44866101-44866545	-0.79197	3.129e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-282249	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44884986-44885252	-0.23792	6.276e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-263542	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44897802-44898291	-0.78964	3.228e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-250503	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44897802-44898295	-0.78964	3.228e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-250499	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44914526-44914700	-0.80542	2.590e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-234094	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44917911-44918451	-0.79421	3.035e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-230343	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44922239-44922750	-0.71264	7.425e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-226044	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44922977-44923355	-0.47440	3.023e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-225439	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:44936642-44937264	-0.80236	2.708e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-211530	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:45005896-45006413	-0.83151	1.703e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-142381	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:45010042-45010582	-0.72397	6.697e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-138212	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:45011427-45011967	-0.72397	6.697e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-136827	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:45020574-45020861	-0.60124	1.645e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-127933	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:45029622-45029781	-0.69895	8.354e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-119013	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:45059581-45060121	-0.64408	1.260e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-88673	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:45066430-45066634	-0.85385	1.107e-02	6.762e-02	F	1.000e+00	F	9.975e-01	-82160	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:45132032-45132841	-0.57427	1.910e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-15953	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:45148312-45148500	-0.09711	8.455e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-294	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000472777	chr21:45148794-45148794	+	chr21:45148312-45148500	-0.04679	9.254e-01	6.762e-02	F	1.000e+00	F	9.975e-01	-294	H3k4me3	F	ENSG00000160209	PDXK	34	197	4	76
ENST00000352483	chr21:43187265-43187265	-	chr21:43032924-43033464	0.58426	1.810e-01	6.953e-02	F	1.000e+00	F	9.958e-01	153801	H3k27ac	T	ENSG00000183421	RIPK4	8	197	1	76
ENST00000352483	chr21:43187265-43187265	-	chr21:43050503-43050859	0.64438	1.257e-01	6.953e-02	F	1.000e+00	F	9.958e-01	136406	H3k27ac	T	ENSG00000183421	RIPK4	8	197	1	76
ENST00000352483	chr21:43187265-43187265	-	chr21:43097873-43098173	0.73537	6.002e-02	6.953e-02	F	1.000e+00	F	9.958e-01	89092	H3k27ac	T	ENSG00000183421	RIPK4	8	197	1	76
ENST00000352483	chr21:43187265-43187265	-	chr21:43098486-43098869	0.84194	1.407e-02	6.953e-02	F	1.000e+00	F	9.958e-01	88396	H3k27ac	T	ENSG00000183421	RIPK4	8	197	1	76
ENST00000352483	chr21:43187265-43187265	-	chr21:43104409-43104949	0.48211	2.931e-01	6.953e-02	F	1.000e+00	F	9.958e-01	82316	H3k27ac	T	ENSG00000183421	RIPK4	8	197	1	76
ENST00000352483	chr21:43187265-43187265	-	chr21:43135734-43136274	0.85567	1.065e-02	6.953e-02	F	1.000e+00	F	9.958e-01	50991	H3k27ac	T	ENSG00000183421	RIPK4	8	197	1	76
ENST00000352483	chr21:43187265-43187265	-	chr21:43178564-43179104	0.56222	2.033e-01	6.953e-02	F	1.000e+00	F	9.958e-01	8161	H3k27ac	T	ENSG00000183421	RIPK4	8	197	1	76
ENST00000352483	chr21:43187265-43187265	-	chr21:43188587-43189127	0.86342	8.968e-03	6.953e-02	T	1.000e+00	T	9.958e-01	-1322	H3k27ac	T	ENSG00000183421	RIPK4	8	197	1	76
ENST00000435697	chr21:17791752-17791752	+	chr21:17496646-17497186	0.12654	7.991e-01	7.747e-02	F	1.000e+00	F	1.904e-01	-294566	H3k27ac	T	ENSG00000215386	C21orf34	6	197	4	76
ENST00000435697	chr21:17791752-17791752	+	chr21:17542063-17542603	0.38553	4.162e-01	7.747e-02	F	1.000e+00	F	1.904e-01	-249149	H3k27ac	T	ENSG00000215386	C21orf34	6	197	4	76
ENST00000435697	chr21:17791752-17791752	+	chr21:17552086-17552431	0.38553	4.162e-01	7.747e-02	F	1.000e+00	F	1.904e-01	-239321	H3k27ac	T	ENSG00000215386	C21orf34	6	197	4	76
ENST00000435697	chr21:17791752-17791752	+	chr21:17566157-17566697	0.79597	2.963e-02	7.747e-02	F	1.000e+00	F	1.904e-01	-225055	H3k27ac	T	ENSG00000215386	C21orf34	6	197	4	76
ENST00000435697	chr21:17791752-17791752	+	chr21:17613836-17614376	0.84464	1.335e-02	7.747e-02	T	1.000e+00	F	1.904e-01	-177376	H3k27ac	T	ENSG00000215386	C21orf34	6	197	4	76
ENST00000435697	chr21:17791752-17791752	+	chr21:17936129-17936429	0.80289	2.687e-02	7.747e-02	F	1.000e+00	F	1.904e-01	144377	H3k27ac	T	ENSG00000215386	C21orf34	6	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44910389-44910656	0.73005	6.322e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-238142	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44751993-44752310	-0.48014	2.954e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-396488	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44752164-44752704	-0.72221	6.808e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-396094	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44753164-44753648	-0.80845	2.476e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-395150	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44760572-44761004	-0.70908	7.662e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-387794	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44761225-44761652	-0.70263	8.099e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-387146	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44762737-44763466	-0.21238	6.662e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-385332	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44764159-44764667	-0.43648	3.494e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-384131	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44832115-44832655	-0.46285	3.164e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-316143	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44835566-44836106	-0.27350	5.746e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-312692	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44839298-44839838	-0.66008	1.128e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-308960	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44847034-44847331	-0.74230	5.599e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-301467	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44848097-44848369	-0.90856	2.378e-03	7.776e-02	T	1.000e+00	F	9.975e-01	-300429	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44860418-44861441	-0.36587	4.429e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-287357	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44866101-44866528	-0.78678	3.352e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-282270	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44866101-44866545	-0.78678	3.352e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-282253	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44884986-44885252	-0.22929	6.406e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-263546	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44897802-44898291	-0.78523	3.420e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-250507	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44897802-44898295	-0.78523	3.420e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-250503	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44914526-44914700	-0.80487	2.611e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-234098	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44917911-44918451	-0.78987	3.218e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-230347	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44922239-44922750	-0.70658	7.830e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-226048	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44922977-44923355	-0.46707	3.112e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-225443	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:44936642-44937264	-0.79969	2.813e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-211534	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:45005896-45006413	-0.82970	1.758e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-142385	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:45010042-45010582	-0.72153	6.851e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-138216	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:45011427-45011967	-0.72153	6.851e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-136831	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:45020574-45020861	-0.60259	1.632e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-127937	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:45029622-45029781	-0.69628	8.542e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-119017	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:45059581-45060121	-0.64403	1.260e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-88677	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:45066430-45066634	-0.85543	1.071e-02	7.776e-02	F	1.000e+00	F	9.975e-01	-82164	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:45132032-45132841	-0.57665	1.886e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-15957	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:45148312-45148500	-0.10389	8.348e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-298	H3k27ac	T	ENSG00000160209	PDXK	34	197	4	76
ENST00000476313	chr21:45148798-45148798	+	chr21:45148312-45148500	-0.03685	9.412e-01	7.776e-02	F	1.000e+00	F	9.975e-01	-298	H3k4me3	F	ENSG00000160209	PDXK	34	197	4	76
ENST00000460783	chr21:38071433-38071433	+	chr21:37802299-37802839	0.01307	9.791e-01	9.287e-02	F	1.000e+00	F	9.994e-01	-268594	H3k27ac	T	ENSG00000159263	SIM2	8	197	1	76
ENST00000460783	chr21:38071433-38071433	+	chr21:37843647-37843921	0.21058	6.690e-01	9.287e-02	F	1.000e+00	F	9.994e-01	-227512	H3k27ac	T	ENSG00000159263	SIM2	8	197	1	76
ENST00000460783	chr21:38071433-38071433	+	chr21:38230667-38230968	0.64687	1.236e-01	9.287e-02	F	1.000e+00	F	9.994e-01	159234	H3k27ac	T	ENSG00000159263	SIM2	8	197	1	76
ENST00000460783	chr21:38071433-38071433	+	chr21:38255994-38256567	0.84954	1.211e-02	9.287e-02	T	1.000e+00	T	9.994e-01	184561	H3k27ac	T	ENSG00000159263	SIM2	8	197	1	76
ENST00000460783	chr21:38071433-38071433	+	chr21:38282033-38282644	0.40371	3.919e-01	9.287e-02	F	1.000e+00	F	9.994e-01	210600	H3k27ac	T	ENSG00000159263	SIM2	8	197	1	76
ENST00000460783	chr21:38071433-38071433	+	chr21:38282895-38283232	0.42611	3.627e-01	9.287e-02	F	1.000e+00	F	9.994e-01	211462	H3k27ac	T	ENSG00000159263	SIM2	8	197	1	76
ENST00000460783	chr21:38071433-38071433	+	chr21:37810039-37810579	-0.31956	5.078e-01	9.287e-02	F	1.000e+00	F	9.994e-01	-260854	H3k27ac	T	ENSG00000159263	SIM2	8	197	1	76
ENST00000460783	chr21:38071433-38071433	+	chr21:37850515-37850820	-0.39508	4.034e-01	9.287e-02	F	1.000e+00	F	9.994e-01	-220613	H3k27ac	T	ENSG00000159263	SIM2	8	197	1	76
ENST00000380748	chr21:40720978-40720978	-	chr21:40225250-40225790	0.29233	5.470e-01	1.105e-01	F	1.000e+00	F	9.998e-01	495188	H3k27ac	T	ENSG00000205581	HMGN1	3	197	7	76
ENST00000380748	chr21:40720978-40720978	-	chr21:40466935-40467475	-0.77626	3.829e-02	1.105e-01	T	1.000e+00	F	9.998e-01	253503	H3k27ac	T	ENSG00000205581	HMGN1	3	197	7	76
ENST00000380748	chr21:40720978-40720978	-	chr21:40685345-40685885	-0.54793	2.184e-01	1.105e-01	F	1.000e+00	F	9.998e-01	35093	H3k27ac	T	ENSG00000205581	HMGN1	3	197	7	76
ENST00000380749	chr21:40721125-40721125	-	chr21:40225250-40225790	0.10033	8.404e-01	1.179e-01	F	1.000e+00	F	9.998e-01	495335	H3k27ac	T	ENSG00000205581	HMGN1	3	197	7	76
ENST00000380749	chr21:40721125-40721125	-	chr21:40466935-40467475	-0.41601	3.758e-01	1.179e-01	F	1.000e+00	F	9.998e-01	253650	H3k27ac	T	ENSG00000205581	HMGN1	3	197	7	76
ENST00000380749	chr21:40721125-40721125	-	chr21:40685345-40685885	-0.77067	4.096e-02	1.179e-01	T	1.000e+00	F	9.998e-01	35240	H3k27ac	T	ENSG00000205581	HMGN1	3	197	7	76
ENST00000288304	chr21:38640261-38640261	-	chr21:38230667-38230968	0.80730	2.519e-02	1.198e-01	T	1.000e+00	F	9.999e-01	409293	H3k27ac	T	ENSG00000157538	DSCR3	5	197	2	76
ENST00000288304	chr21:38640261-38640261	-	chr21:38255994-38256567	0.80013	2.795e-02	1.198e-01	F	1.000e+00	F	9.999e-01	383694	H3k27ac	T	ENSG00000157538	DSCR3	5	197	2	76
ENST00000288304	chr21:38640261-38640261	-	chr21:38282033-38282644	0.34126	4.771e-01	1.198e-01	F	1.000e+00	F	9.999e-01	357617	H3k27ac	T	ENSG00000157538	DSCR3	5	197	2	76
ENST00000288304	chr21:38640261-38640261	-	chr21:38282895-38283232	0.33828	4.812e-01	1.198e-01	F	1.000e+00	F	9.999e-01	357029	H3k27ac	T	ENSG00000157538	DSCR3	5	197	2	76
ENST00000288304	chr21:38640261-38640261	-	chr21:38936548-38937088	-0.01568	9.750e-01	1.198e-01	F	1.000e+00	F	9.999e-01	-296287	H3k27ac	T	ENSG00000157538	DSCR3	5	197	2	76
ENST00000448850	chr21:27462376-27462376	-	chr21:27512408-27512948	0.71316	7.391e-02	1.424e-01	T	1.000e+00	T	1.000e+00	-50032	H3k27ac	T	ENSG00000142192	APP	2	197	11	76
ENST00000448850	chr21:27462376-27462376	-	chr21:27539127-27539667	0.68460	9.385e-02	1.424e-01	F	1.000e+00	F	1.000e+00	-76751	H3k27ac	T	ENSG00000142192	APP	2	197	11	76
ENST00000544566	chr21:42540055-42540055	+	chr21:43032924-43033464	0.61528	1.514e-01	1.514e-01	T	1.000e+00	T	1.000e+00	492869	H3k27ac	T	ENSG00000182240	BACE2	1	197	4	76
ENST00000346798	chr21:27542971-27542971	-	chr21:27512408-27512948	0.70158	8.172e-02	1.568e-01	T	1.000e+00	F	1.000e+00	30023	H3k27ac	T	ENSG00000142192	APP	2	197	11	76
ENST00000346798	chr21:27542971-27542971	-	chr21:27539127-27539667	0.66124	1.118e-01	1.568e-01	F	1.000e+00	F	1.000e+00	3304	H3k27ac	T	ENSG00000142192	APP	2	197	11	76
ENST00000491183	chr21:40720992-40720992	-	chr21:40225250-40225790	0.29727	5.398e-01	1.636e-01	F	1.000e+00	F	9.998e-01	495202	H3k27ac	T	ENSG00000205581	HMGN1	3	197	7	76
ENST00000491183	chr21:40720992-40720992	-	chr21:40466935-40467475	-0.73914	5.780e-02	1.636e-01	T	1.000e+00	F	9.998e-01	253517	H3k27ac	T	ENSG00000205581	HMGN1	3	197	7	76
ENST00000491183	chr21:40720992-40720992	-	chr21:40685345-40685885	-0.59039	1.749e-01	1.636e-01	F	1.000e+00	F	9.998e-01	35107	H3k27ac	T	ENSG00000205581	HMGN1	3	197	7	76
ENST00000284881	chr21:19191702-19191702	-	chr21:18899436-18899976	-0.56840	1.969e-01	1.969e-01	T	1.000e+00	T	1.000e+00	291726	H3k27ac	T	ENSG00000154642	C21orf91	1	197	2	76
ENST00000284971	chr21:27107282-27107282	-	chr21:27512408-27512948	-0.43518	3.511e-01	5.789e-01	T	1.000e+00	T	1.000e+00	-405126	H3k27ac	T	ENSG00000154723	ATP5J	2	197	6	76
ENST00000284971	chr21:27107282-27107282	-	chr21:27539127-27539667	-0.42669	3.619e-01	5.789e-01	F	1.000e+00	F	1.000e+00	-431845	H3k27ac	T	ENSG00000154723	ATP5J	2	197	6	76
ENST00000288319	chr21:39870406-39870406	-	chr21:39649444-39650105	0.25619	6.002e-01	8.508e-01	F	1.000e+00	F	1.000e+00	220301	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:39675108-39675648	0.36102	4.496e-01	8.508e-01	F	1.000e+00	F	1.000e+00	194758	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:39715694-39715953	0.67598	1.003e-01	8.508e-01	T	1.000e+00	F	1.000e+00	154453	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:39723748-39724288	0.55686	2.089e-01	8.508e-01	F	1.000e+00	F	1.000e+00	146118	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:40211470-40212010	0.25033	6.090e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-341064	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:40225250-40225790	0.46228	3.171e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-354844	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:39511716-39512242	-0.16667	7.365e-01	8.508e-01	F	1.000e+00	F	1.000e+00	358164	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:39630998-39631538	-0.25436	6.030e-01	8.508e-01	F	1.000e+00	F	1.000e+00	238868	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:39631259-39631799	-0.25436	6.030e-01	8.508e-01	F	1.000e+00	F	1.000e+00	238607	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:39633686-39634226	-0.16667	7.365e-01	8.508e-01	F	1.000e+00	F	1.000e+00	236180	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:39664273-39664813	-0.23529	6.315e-01	8.508e-01	F	1.000e+00	F	1.000e+00	205593	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:40159470-40159766	-0.53558	2.317e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-289064	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000288319	chr21:39870406-39870406	-	chr21:40159569-40160109	-0.53558	2.317e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-289163	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
