TSS_ID	Gene_ID	Gene_Name	Strand	RE_Locus	Distance	Histone	Correlation_Sign	Score	TSS_Score
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44847034-44847331	256768	H3k27ac	-	2.170e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44860418-44861441	270152	H3k27ac	+	2.467e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44922239-44922750	331973	H3k27ac	+	2.576e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44760572-44761004	170306	H3k27ac	-	3.712e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44761225-44761652	170959	H3k27ac	-	3.725e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44752164-44752704	161898	H3k27ac	-	3.832e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:45066430-45066634	476164	H3k27ac	-	4.616e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:45005896-45006413	415630	H3k27ac	+	4.645e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44630088-44630628	39822	H3k27ac	+	4.725e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44764159-44764667	173893	H3k27ac	-	5.150e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44832115-44832655	241849	H3k27ac	-	5.199e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44914526-44914700	324260	H3k27ac	+	5.238e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44751993-44752310	161727	H3k27ac	-	5.270e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44897802-44898291	307536	H3k27ac	+	5.375e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44897802-44898295	307536	H3k27ac	+	5.375e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44839298-44839838	249032	H3k27ac	-	6.003e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:45059581-45060121	469315	H3k27ac	-	6.005e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44936642-44937264	346376	H3k27ac	+	6.098e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:45020574-45020861	430308	H3k27ac	-	6.178e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44762737-44763466	172471	H3k27ac	-	6.473e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44835566-44836106	245300	H3k27ac	+	6.506e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44910389-44910656	320123	H3k27ac	-	7.365e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44848097-44848369	257831	H3k27ac	+	7.506e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44917911-44918451	327645	H3k27ac	+	7.536e-01	1.000e+00
ENST00000398132	ENSG00000160202	CRYAA	+	chr21:44753164-44753648	162898	H3k27ac	+	8.139e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44848097-44848369	-300412	H3k27ac	-	1.724e-03	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:45066430-45066634	-82147	H3k27ac	-	1.165e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:45005896-45006413	-142368	H3k27ac	-	1.337e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44753164-44753648	-395133	H3k27ac	-	1.905e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44936642-44937264	-211517	H3k27ac	-	2.231e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44914526-44914700	-234081	H3k27ac	-	2.359e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44866101-44866528	-282253	H3k27ac	-	2.484e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44866101-44866545	-282236	H3k27ac	-	2.484e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44917911-44918451	-230330	H3k27ac	-	2.541e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44897802-44898291	-250490	H3k27ac	-	2.556e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44897802-44898295	-250486	H3k27ac	-	2.556e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:45010042-45010582	-138199	H3k27ac	-	5.842e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:45011427-45011967	-136814	H3k27ac	-	5.842e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44847034-44847331	-301450	H3k27ac	-	6.241e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44922239-44922750	-226031	H3k27ac	-	6.262e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44752164-44752704	-396077	H3k27ac	-	6.695e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44910389-44910656	-238125	H3k27ac	+	7.157e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:45029622-45029781	-119000	H3k27ac	-	7.295e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44760572-44761004	-387777	H3k27ac	-	7.586e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44761225-44761652	-387129	H3k27ac	-	7.976e-02	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44839298-44839838	-308943	H3k27ac	-	1.143e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:45059581-45060121	-88660	H3k27ac	-	1.307e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:45020574-45020861	-127920	H3k27ac	-	1.709e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:45132032-45132841	-15940	H3k27ac	-	2.058e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44751993-44752310	-396471	H3k27ac	-	2.823e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44922977-44923355	-225426	H3k27ac	-	2.842e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44832115-44832655	-316126	H3k27ac	-	3.128e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44764159-44764667	-384114	H3k27ac	-	3.447e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44860418-44861441	-287340	H3k27ac	-	4.148e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44835566-44836106	-312675	H3k27ac	-	5.431e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44884986-44885252	-263529	H3k27ac	-	5.973e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:44762737-44763466	-385315	H3k27ac	-	6.465e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:45148312-45148500	-281	H3k27ac	-	8.702e-01	1.000e+00
ENST00000327574	ENSG00000160209	PDXK	+	chr21:45148312-45148500	-281	H3k4me3	-	9.059e-01	1.000e+00
ENST00000327861	ENSG00000197381	ADARB1	+	chr21:46470639-46471179	-23305	H3k27ac	+	7.666e-03	1.000e+00
ENST00000327861	ENSG00000197381	ADARB1	+	chr21:46470869-46471409	-23075	H3k27ac	+	7.666e-03	1.000e+00
ENST00000327861	ENSG00000197381	ADARB1	+	chr21:46739402-46739942	244918	H3k27ac	+	1.820e-01	1.000e+00
ENST00000327861	ENSG00000197381	ADARB1	+	chr21:46785642-46786182	291158	H3k27ac	+	2.577e-01	1.000e+00
ENST00000327861	ENSG00000197381	ADARB1	+	chr21:46797947-46798487	303463	H3k27ac	-	5.138e-01	1.000e+00
ENST00000327861	ENSG00000197381	ADARB1	+	chr21:46783930-46784285	289446	H3k27ac	+	5.646e-01	1.000e+00
ENST00000327861	ENSG00000197381	ADARB1	+	chr21:46847510-46848050	353026	H3k27ac	+	5.929e-01	1.000e+00
ENST00000327861	ENSG00000197381	ADARB1	+	chr21:46749983-46750391	255499	H3k27ac	-	9.715e-01	1.000e+00
ENST00000399000	ENSG00000157538	DSCR3	-	chr21:38255994-38256567	383652	H3k27ac	+	1.235e-02	1.000e+00
ENST00000399000	ENSG00000157538	DSCR3	-	chr21:38230667-38230968	409251	H3k27ac	+	6.104e-02	1.000e+00
ENST00000399000	ENSG00000157538	DSCR3	-	chr21:38282895-38283232	356987	H3k27ac	+	4.331e-01	1.000e+00
ENST00000399000	ENSG00000157538	DSCR3	-	chr21:38282033-38282644	357575	H3k27ac	+	4.452e-01	1.000e+00
ENST00000399000	ENSG00000157538	DSCR3	-	chr21:38936548-38937088	-296329	H3k27ac	+	9.887e-01	1.000e+00
ENST00000398934	ENSG00000157551	KCNJ15	+	chr21:39355950-39356490	-287939	H3k27ac	+	6.224e-03	1.000e+00
ENST00000398934	ENSG00000157551	KCNJ15	+	chr21:39630998-39631538	-12891	H3k27ac	+	1.457e-01	1.000e+00
ENST00000398934	ENSG00000157551	KCNJ15	+	chr21:39631259-39631799	-12630	H3k27ac	+	1.457e-01	1.000e+00
ENST00000398934	ENSG00000157551	KCNJ15	+	chr21:39649444-39650105	5015	H3k27ac	+	2.251e-01	1.000e+00
ENST00000398934	ENSG00000157551	KCNJ15	+	chr21:39715694-39715953	71265	H3k27ac	-	3.150e-01	1.000e+00
ENST00000398934	ENSG00000157551	KCNJ15	+	chr21:39675108-39675648	30679	H3k27ac	+	4.306e-01	1.000e+00
ENST00000398934	ENSG00000157551	KCNJ15	+	chr21:39664273-39664813	19844	H3k27ac	-	4.965e-01	1.000e+00
ENST00000398934	ENSG00000157551	KCNJ15	+	chr21:39511716-39512242	-132187	H3k27ac	-	6.448e-01	1.000e+00
ENST00000398934	ENSG00000157551	KCNJ15	+	chr21:39633686-39634226	-10203	H3k27ac	-	6.448e-01	1.000e+00
ENST00000398934	ENSG00000157551	KCNJ15	+	chr21:39723748-39724288	79319	H3k27ac	+	6.579e-01	1.000e+00
ENST00000541890	ENSG00000182093	WRB	+	chr21:40466935-40467475	-284805	H3k27ac	+	3.310e-02	1.000e+00
ENST00000541890	ENSG00000182093	WRB	+	chr21:40685345-40685885	-66395	H3k27ac	+	5.380e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44848097-44848369	-300425	H3k27ac	-	2.057e-03	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:45066430-45066634	-82160	H3k27ac	-	1.107e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:45005896-45006413	-142381	H3k27ac	-	1.703e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44753164-44753648	-395146	H3k27ac	-	2.332e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44914526-44914700	-234094	H3k27ac	-	2.590e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44936642-44937264	-211530	H3k27ac	-	2.708e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44917911-44918451	-230343	H3k27ac	-	3.035e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44866101-44866528	-282266	H3k27ac	-	3.129e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44866101-44866545	-282249	H3k27ac	-	3.129e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44897802-44898291	-250503	H3k27ac	-	3.228e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44897802-44898295	-250499	H3k27ac	-	3.228e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44847034-44847331	-301463	H3k27ac	-	5.664e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44910389-44910656	-238138	H3k27ac	+	6.458e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:45010042-45010582	-138212	H3k27ac	-	6.697e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:45011427-45011967	-136827	H3k27ac	-	6.697e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44752164-44752704	-396090	H3k27ac	-	6.784e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44922239-44922750	-226044	H3k27ac	-	7.425e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44760572-44761004	-387790	H3k27ac	-	7.714e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44761225-44761652	-387142	H3k27ac	-	8.138e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:45029622-45029781	-119013	H3k27ac	-	8.354e-02	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44839298-44839838	-308956	H3k27ac	-	1.113e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:45059581-45060121	-88673	H3k27ac	-	1.260e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:45020574-45020861	-127933	H3k27ac	-	1.645e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:45132032-45132841	-15953	H3k27ac	-	1.910e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44751993-44752310	-396484	H3k27ac	-	2.910e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44922977-44923355	-225439	H3k27ac	-	3.023e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44832115-44832655	-316139	H3k27ac	-	3.127e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44764159-44764667	-384127	H3k27ac	-	3.452e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44860418-44861441	-287353	H3k27ac	-	4.304e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44835566-44836106	-312688	H3k27ac	-	5.640e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44884986-44885252	-263542	H3k27ac	-	6.276e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:44762737-44763466	-385328	H3k27ac	-	6.559e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:45148312-45148500	-294	H3k27ac	-	8.455e-01	1.000e+00
ENST00000472777	ENSG00000160209	PDXK	+	chr21:45148312-45148500	-294	H3k4me3	-	9.254e-01	1.000e+00
ENST00000352483	ENSG00000183421	RIPK4	-	chr21:43188587-43189127	-1322	H3k27ac	+	8.968e-03	1.000e+00
ENST00000352483	ENSG00000183421	RIPK4	-	chr21:43135734-43136274	50991	H3k27ac	+	1.065e-02	1.000e+00
ENST00000352483	ENSG00000183421	RIPK4	-	chr21:43098486-43098869	88396	H3k27ac	+	1.407e-02	1.000e+00
ENST00000352483	ENSG00000183421	RIPK4	-	chr21:43097873-43098173	89092	H3k27ac	+	6.002e-02	1.000e+00
ENST00000352483	ENSG00000183421	RIPK4	-	chr21:43050503-43050859	136406	H3k27ac	+	1.257e-01	1.000e+00
ENST00000352483	ENSG00000183421	RIPK4	-	chr21:43032924-43033464	153801	H3k27ac	+	1.810e-01	1.000e+00
ENST00000352483	ENSG00000183421	RIPK4	-	chr21:43178564-43179104	8161	H3k27ac	+	2.033e-01	1.000e+00
ENST00000352483	ENSG00000183421	RIPK4	-	chr21:43104409-43104949	82316	H3k27ac	+	2.931e-01	1.000e+00
ENST00000435697	ENSG00000215386	C21orf34	+	chr21:17613836-17614376	-177376	H3k27ac	+	1.335e-02	1.000e+00
ENST00000435697	ENSG00000215386	C21orf34	+	chr21:17936129-17936429	144377	H3k27ac	+	2.687e-02	1.000e+00
ENST00000435697	ENSG00000215386	C21orf34	+	chr21:17566157-17566697	-225055	H3k27ac	+	2.963e-02	1.000e+00
ENST00000435697	ENSG00000215386	C21orf34	+	chr21:17542063-17542603	-249149	H3k27ac	+	4.162e-01	1.000e+00
ENST00000435697	ENSG00000215386	C21orf34	+	chr21:17552086-17552431	-239321	H3k27ac	+	4.162e-01	1.000e+00
ENST00000435697	ENSG00000215386	C21orf34	+	chr21:17496646-17497186	-294566	H3k27ac	+	7.991e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44848097-44848369	-300429	H3k27ac	-	2.378e-03	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:45066430-45066634	-82164	H3k27ac	-	1.071e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:45005896-45006413	-142385	H3k27ac	-	1.758e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44753164-44753648	-395150	H3k27ac	-	2.476e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44914526-44914700	-234098	H3k27ac	-	2.611e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44936642-44937264	-211534	H3k27ac	-	2.813e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44917911-44918451	-230347	H3k27ac	-	3.218e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44866101-44866528	-282270	H3k27ac	-	3.352e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44866101-44866545	-282253	H3k27ac	-	3.352e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44897802-44898291	-250507	H3k27ac	-	3.420e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44897802-44898295	-250503	H3k27ac	-	3.420e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44847034-44847331	-301467	H3k27ac	-	5.599e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44910389-44910656	-238142	H3k27ac	+	6.322e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44752164-44752704	-396094	H3k27ac	-	6.808e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:45010042-45010582	-138216	H3k27ac	-	6.851e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:45011427-45011967	-136831	H3k27ac	-	6.851e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44760572-44761004	-387794	H3k27ac	-	7.662e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44922239-44922750	-226048	H3k27ac	-	7.830e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44761225-44761652	-387146	H3k27ac	-	8.099e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:45029622-45029781	-119017	H3k27ac	-	8.542e-02	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44839298-44839838	-308960	H3k27ac	-	1.128e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:45059581-45060121	-88677	H3k27ac	-	1.260e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:45020574-45020861	-127937	H3k27ac	-	1.632e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:45132032-45132841	-15957	H3k27ac	-	1.886e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44751993-44752310	-396488	H3k27ac	-	2.954e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44922977-44923355	-225443	H3k27ac	-	3.112e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44832115-44832655	-316143	H3k27ac	-	3.164e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44764159-44764667	-384131	H3k27ac	-	3.494e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44860418-44861441	-287357	H3k27ac	-	4.429e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44835566-44836106	-312692	H3k27ac	-	5.746e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44884986-44885252	-263546	H3k27ac	-	6.406e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:44762737-44763466	-385332	H3k27ac	-	6.662e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:45148312-45148500	-298	H3k27ac	-	8.348e-01	1.000e+00
ENST00000476313	ENSG00000160209	PDXK	+	chr21:45148312-45148500	-298	H3k4me3	-	9.412e-01	1.000e+00
ENST00000460783	ENSG00000159263	SIM2	+	chr21:38255994-38256567	184561	H3k27ac	+	1.211e-02	1.000e+00
ENST00000460783	ENSG00000159263	SIM2	+	chr21:38230667-38230968	159234	H3k27ac	+	1.236e-01	1.000e+00
ENST00000460783	ENSG00000159263	SIM2	+	chr21:38282895-38283232	211462	H3k27ac	+	3.627e-01	1.000e+00
ENST00000460783	ENSG00000159263	SIM2	+	chr21:38282033-38282644	210600	H3k27ac	+	3.919e-01	1.000e+00
ENST00000460783	ENSG00000159263	SIM2	+	chr21:37850515-37850820	-220613	H3k27ac	-	4.034e-01	1.000e+00
ENST00000460783	ENSG00000159263	SIM2	+	chr21:37810039-37810579	-260854	H3k27ac	-	5.078e-01	1.000e+00
ENST00000460783	ENSG00000159263	SIM2	+	chr21:37843647-37843921	-227512	H3k27ac	+	6.690e-01	1.000e+00
ENST00000460783	ENSG00000159263	SIM2	+	chr21:37802299-37802839	-268594	H3k27ac	+	9.791e-01	1.000e+00
ENST00000380748	ENSG00000205581	HMGN1	-	chr21:40466935-40467475	253503	H3k27ac	-	3.829e-02	1.000e+00
ENST00000380748	ENSG00000205581	HMGN1	-	chr21:40685345-40685885	35093	H3k27ac	-	2.184e-01	1.000e+00
ENST00000380748	ENSG00000205581	HMGN1	-	chr21:40225250-40225790	495188	H3k27ac	+	5.470e-01	1.000e+00
ENST00000380749	ENSG00000205581	HMGN1	-	chr21:40685345-40685885	35240	H3k27ac	-	4.096e-02	1.000e+00
ENST00000380749	ENSG00000205581	HMGN1	-	chr21:40466935-40467475	253650	H3k27ac	-	3.758e-01	1.000e+00
ENST00000380749	ENSG00000205581	HMGN1	-	chr21:40225250-40225790	495335	H3k27ac	+	8.404e-01	1.000e+00
ENST00000288304	ENSG00000157538	DSCR3	-	chr21:38230667-38230968	409293	H3k27ac	+	2.519e-02	1.000e+00
ENST00000288304	ENSG00000157538	DSCR3	-	chr21:38255994-38256567	383694	H3k27ac	+	2.795e-02	1.000e+00
ENST00000288304	ENSG00000157538	DSCR3	-	chr21:38282033-38282644	357617	H3k27ac	+	4.771e-01	1.000e+00
ENST00000288304	ENSG00000157538	DSCR3	-	chr21:38282895-38283232	357029	H3k27ac	+	4.812e-01	1.000e+00
ENST00000288304	ENSG00000157538	DSCR3	-	chr21:38936548-38937088	-296287	H3k27ac	-	9.750e-01	1.000e+00
ENST00000448850	ENSG00000142192	APP	-	chr21:27512408-27512948	-50032	H3k27ac	+	7.391e-02	1.000e+00
ENST00000448850	ENSG00000142192	APP	-	chr21:27539127-27539667	-76751	H3k27ac	+	9.385e-02	1.000e+00
ENST00000544566	ENSG00000182240	BACE2	+	chr21:43032924-43033464	492869	H3k27ac	+	1.514e-01	1.000e+00
ENST00000346798	ENSG00000142192	APP	-	chr21:27512408-27512948	30023	H3k27ac	+	8.172e-02	1.000e+00
ENST00000346798	ENSG00000142192	APP	-	chr21:27539127-27539667	3304	H3k27ac	+	1.118e-01	1.000e+00
ENST00000491183	ENSG00000205581	HMGN1	-	chr21:40466935-40467475	253517	H3k27ac	-	5.780e-02	1.000e+00
ENST00000491183	ENSG00000205581	HMGN1	-	chr21:40685345-40685885	35107	H3k27ac	-	1.749e-01	1.000e+00
ENST00000491183	ENSG00000205581	HMGN1	-	chr21:40225250-40225790	495202	H3k27ac	+	5.398e-01	1.000e+00
ENST00000358356	ENSG00000159216	RUNX1	-	chr21:36167772-36168312	92674	H3k27ac	+	2.887e-02	1.000e+00
ENST00000481448	ENSG00000159200	RCAN1	-	chr21:35898944-35899484	0	H3k4me3	+	2.922e-02	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44884986-44885252	311073	H3k27ac	+	3.106e-02	1.000e+00
ENST00000290200	ENSG00000243646	IL10RB	+	chr21:34144081-34144621	-494042	H3k27ac	+	3.979e-02	1.000e+00
ENST00000478313	ENSG00000159261	CLDN14	-	chr21:37843647-37843921	71231	H3k27ac	+	4.366e-02	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16582512-16582944	-145192	H3k27ac	+	4.459e-02	1.000e+00
ENST00000522931	ENSG00000160255	ITGB2	-	chr21:46749983-46750391	-415786	H3k27ac	+	4.487e-02	1.000e+00
ENST00000358356	ENSG00000159216	RUNX1	-	chr21:36254015-36254555	6431	H3k27ac	+	4.642e-02	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:44910389-44910656	-374411	H3k27ac	-	4.841e-02	1.000e+00
ENST00000381132	ENSG00000159200	RCAN1	-	chr21:36184659-36185199	-285399	H3k27ac	+	4.890e-02	1.000e+00
ENST00000460259	ENSG00000160194	NDUFV3	+	chr21:44761225-44761652	461471	H3k27ac	-	4.975e-02	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16583781-16584321	-146461	H3k27ac	+	5.285e-02	1.000e+00
ENST00000460259	ENSG00000160194	NDUFV3	+	chr21:44760572-44761004	460818	H3k27ac	-	5.316e-02	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16251252-16251792	185528	H3k27ac	+	5.394e-02	1.000e+00
ENST00000460207	ENSG00000159216	RUNX1	-	chr21:37802299-37802839	-445253	H3k27ac	-	5.401e-02	1.000e+00
ENST00000475045	ENSG00000159216	RUNX1	-	chr21:37802299-37802839	-445292	H3k27ac	-	5.401e-02	1.000e+00
ENST00000429238	ENSG00000249209	AP000304.12	-	chr21:35574169-35574709	-289535	H3k27ac	+	6.284e-02	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16814983-16815523	-377663	H3k27ac	+	6.637e-02	1.000e+00
ENST00000432278	ENSG00000157557	ETS2	+	chr21:40159470-40159766	-18109	H3k27ac	+	6.770e-02	1.000e+00
ENST00000432278	ENSG00000157557	ETS2	+	chr21:40159569-40160109	-17766	H3k27ac	+	6.770e-02	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:45010042-45010582	185743	H3k27ac	+	7.027e-02	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:45011427-45011967	184358	H3k27ac	+	7.027e-02	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:45029622-45029781	166544	H3k27ac	+	7.939e-02	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16594147-16594487	-156827	H3k27ac	+	8.187e-02	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16594329-16594869	-157009	H3k27ac	+	8.187e-02	1.000e+00
ENST00000481448	ENSG00000159200	RCAN1	-	chr21:36250861-36251096	-351714	H3k27ac	+	8.192e-02	1.000e+00
ENST00000399103	ENSG00000185808	PIGP	-	chr21:38936548-38937088	-491238	H3k27ac	+	8.284e-02	1.000e+00
ENST00000481448	ENSG00000159200	RCAN1	-	chr21:35898944-35899484	0	H3k27ac	+	8.965e-02	1.000e+00
